SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000237953,0,0,0,0,0,1,0,0
ENSG00000237954,0,0,0,0,0,0,0,0
ENSG00000237955,0,0,0,0,0,0,0,0
ENSG00000237956,0,0,0,0,0,0,0,0
ENSG00000237957,0,0,0,0,0,0,0,0
ENSG00000237959,0,0,0,0,0,0,0,0
ENSG00000237961,3,1,0,0,2,1,0,0
ENSG00000237962,0,0,0,0,0,0,0,0
ENSG00000237963,0,0,0,0,0,0,0,0
ENSG00000237964,0,0,0,0,0,0,0,0
ENSG00000237968,0,0,0,0,0,0,0,0
ENSG00000237970,0,0,0,0,0,0,1,1
ENSG00000237971,0,0,0,0,0,0,0,0
ENSG00000237972,2,0,1,2,3,2,2,0
ENSG00000237973,54003,54109,69562,44676,99291,103372,59185,64234
ENSG00000237974,0,0,0,0,0,0,0,0
ENSG00000237975,105,68,62,32,10,14,64,39
ENSG00000237976,1,4,0,0,0,1,2,0
ENSG00000237977,0,2,5,0,2,1,3,0
ENSG00000237978,1,0,1,1,2,0,0,0
ENSG00000237979,0,0,0,0,0,2,0,0
ENSG00000237980,0,1,6,3,5,14,1,7
ENSG00000237982,0,0,0,0,0,0,0,0
ENSG00000237984,329,202,359,154,344,265,256,201
ENSG00000237986,1,0,0,0,0,0,0,0
ENSG00000237987,0,0,0,0,0,0,0,0
ENSG00000237988,0,0,0,0,0,0,0,0
ENSG00000237989,0,1,4,0,5,4,0,0
ENSG00000237990,0,0,0,0,0,0,0,0
ENSG00000237991,80,65,39,22,54,57,27,24
ENSG00000237992,0,0,0,0,0,0,0,0
ENSG00000237993,0,0,0,0,0,0,0,0
ENSG00000237994,0,0,0,0,0,0,0,0
ENSG00000237997,0,0,0,0,0,0,0,0
ENSG00000237998,0,0,1,0,1,0,0,0
ENSG00000237999,1,0,0,0,0,1,0,1
ENSG00000238000,22,16,8,3,3,2,6,3
ENSG00000238001,0,0,0,0,0,0,0,0
ENSG00000238002,0,0,0,0,0,0,0,0
ENSG00000238003,4,2,2,0,0,4,2,3
ENSG00000238004,0,0,0,0,0,0,0,0
ENSG00000238005,1,0,2,0,3,0,0,1
ENSG00000238007,0,0,0,0,0,0,0,0
ENSG00000238008,0,0,3,1,1,1,1,0
ENSG00000238009,9,12,23,13,13,13,18,14
ENSG00000238010,0,0,0,0,0,0,0,0
ENSG00000238012,0,0,0,0,0,0,0,0
ENSG00000238013,0,0,0,0,0,0,0,0
ENSG00000238015,0,0,0,0,1,0,0,0
ENSG00000238017,0,0,0,0,0,0,0,0
ENSG00000238018,33,25,29,21,37,27,30,21
ENSG00000238019,0,0,0,0,0,0,0,0
ENSG00000238020,0,0,0,0,0,0,0,0
ENSG00000238021,0,1,3,0,0,1,0,0
ENSG00000238022,0,0,0,0,0,0,0,0
ENSG00000238024,1,2,4,0,2,1,0,0
ENSG00000238025,0,0,0,0,0,0,0,0
ENSG00000238026,0,0,0,0,0,0,0,0
ENSG00000238027,0,0,0,0,0,0,0,0
ENSG00000238029,0,0,0,0,0,0,0,0
ENSG00000238031,0,0,0,0,0,0,0,0
ENSG00000238032,0,0,0,0,0,0,0,0
ENSG00000238033,0,0,0,0,0,3,0,0
ENSG00000238034,0,0,0,0,0,0,0,0
ENSG00000238035,379,298,704,351,444,505,386,309
ENSG00000238037,0,0,0,0,0,0,0,0
ENSG00000238038,0,0,0,0,0,0,0,0
ENSG00000238039,3,5,8,6,10,13,2,7
ENSG00000238040,0,0,0,0,0,0,0,0
ENSG00000238041,31,37,48,20,55,51,13,19
ENSG00000238042,2,1,2,2,3,0,4,3
ENSG00000238043,0,0,0,0,0,0,0,0
ENSG00000238045,9,8,9,5,12,6,12,3
ENSG00000238046,0,0,0,0,0,0,0,0
ENSG00000238047,0,0,0,0,0,0,0,0
ENSG00000238048,0,0,0,0,0,0,0,0
ENSG00000238049,0,1,0,1,0,0,0,2
ENSG00000238051,0,0,0,0,0,0,0,0
ENSG00000238053,0,0,0,0,0,0,0,0
ENSG00000238054,0,0,0,0,0,0,0,0
ENSG00000238055,0,1,0,0,0,0,0,0
ENSG00000238056,0,0,0,0,0,0,0,0
ENSG00000238057,2,3,2,1,6,1,1,0
ENSG00000238058,14,5,13,3,12,16,9,9
ENSG00000238059,0,3,3,1,3,2,1,1
ENSG00000238061,4,0,1,4,2,5,1,1
ENSG00000238062,0,0,0,0,0,0,0,0
ENSG00000238063,0,0,0,0,0,0,0,0
ENSG00000238064,0,0,0,0,0,0,0,0
ENSG00000238065,0,0,0,0,0,0,0,0
ENSG00000238066,0,0,0,0,0,0,1,0
ENSG00000238067,0,0,0,0,0,1,0,0
ENSG00000238068,0,0,0,0,0,0,0,0
ENSG00000238069,0,0,0,0,0,0,0,0
ENSG00000238070,0,0,0,0,0,0,0,0
ENSG00000238071,0,0,0,0,0,0,0,0
ENSG00000238072,186,217,236,140,254,326,179,198
ENSG00000238073,0,0,0,0,0,0,0,0
ENSG00000238074,0,0,0,0,0,0,0,0
ENSG00000238075,0,0,0,0,0,0,0,0
ENSG00000238076,0,0,0,0,1,0,0,0
ENSG00000238077,0,0,0,0,0,0,0,0
ENSG00000238078,46,31,87,44,29,36,65,67
ENSG00000238079,0,0,0,0,0,0,0,0
ENSG00000238081,2,1,0,0,1,1,0,0
ENSG00000238082,6,4,7,3,6,11,6,4
ENSG00000238083,383,271,365,160,750,759,279,238
ENSG00000238084,109,78,115,68,98,159,86,79
ENSG00000238085,0,1,0,0,0,0,0,0
ENSG00000238086,0,1,1,1,0,0,0,1
ENSG00000238087,0,0,0,0,0,0,0,0
ENSG00000238088,0,0,0,0,0,1,0,0
ENSG00000238090,0,0,0,0,0,1,0,0
ENSG00000238091,1,1,1,0,1,0,0,0
ENSG00000238092,1,0,3,0,0,0,1,0
ENSG00000238094,0,0,0,0,0,0,0,0
ENSG00000238097,0,0,0,0,0,0,0,0
ENSG00000238098,6,1,10,1,0,3,8,1
ENSG00000238099,1,3,4,1,2,0,0,3
ENSG00000238100,0,0,0,0,0,0,0,0
ENSG00000238101,0,0,0,0,0,0,0,0
ENSG00000238102,0,0,0,0,0,0,0,0
ENSG00000238103,4611,4315,4256,2224,3501,4046,2729,2765
ENSG00000238104,0,0,0,0,0,0,0,0
ENSG00000238105,32,19,45,16,24,27,46,48
ENSG00000238106,0,0,0,0,0,0,0,0
ENSG00000238107,0,0,0,0,0,0,0,0
ENSG00000238108,0,0,0,0,0,0,0,0
ENSG00000238109,3,0,5,0,3,1,0,1
ENSG00000238110,2,4,1,1,2,3,1,1
ENSG00000238111,0,0,0,0,0,1,0,0
ENSG00000238113,18,15,30,19,98,76,27,27
ENSG00000238114,0,0,0,0,0,0,0,0
ENSG00000238116,1,0,0,0,3,1,1,1
ENSG00000238117,0,0,0,0,1,0,0,0
ENSG00000238118,0,0,0,0,0,0,0,0
ENSG00000238120,72,58,102,46,108,78,68,45
ENSG00000238121,2,0,2,2,4,5,2,1
ENSG00000238122,0,0,1,1,1,2,1,2
ENSG00000238123,15,17,14,7,18,25,10,7
ENSG00000238124,0,0,0,0,0,0,0,0
ENSG00000238125,0,0,0,0,0,0,0,0
ENSG00000238126,0,0,0,0,0,0,0,0
ENSG00000238127,0,0,0,0,0,0,0,0
ENSG00000238129,0,0,0,0,0,0,0,0
ENSG00000238130,0,0,0,0,0,0,0,0
ENSG00000238131,0,0,0,0,0,0,0,0
ENSG00000238132,4,3,4,5,3,4,3,3
ENSG00000238133,5,3,3,0,7,8,4,1
ENSG00000238134,0,0,0,0,0,0,0,0
ENSG00000238135,1,0,0,0,0,1,0,0
ENSG00000238137,0,0,1,0,0,2,0,0
ENSG00000238138,0,0,0,0,0,0,0,0
ENSG00000238139,0,0,0,0,0,0,0,0
ENSG00000238140,0,0,0,1,0,0,1,0
ENSG00000238141,0,1,0,1,0,2,0,0
ENSG00000238142,11,21,15,9,6,12,19,18
ENSG00000238143,0,0,0,0,0,0,0,0
ENSG00000238145,0,0,0,0,0,0,0,0
ENSG00000238148,0,0,0,0,0,0,0,0
ENSG00000238149,0,0,0,0,0,0,0,0
ENSG00000238150,0,1,1,0,2,0,1,2
ENSG00000238151,3,0,4,0,2,2,1,0
ENSG00000238152,0,1,0,1,0,1,0,0
ENSG00000238153,0,0,0,0,0,0,0,0
ENSG00000238154,0,0,0,0,0,0,0,0
ENSG00000238156,0,0,0,0,0,0,0,0
ENSG00000238158,0,0,0,0,0,0,0,0
ENSG00000238160,0,0,2,0,1,1,0,1
ENSG00000238161,0,0,0,1,0,2,0,0
ENSG00000238162,0,0,0,0,0,0,0,0
ENSG00000238164,6,2,2,0,1,9,6,4
ENSG00000238165,49,46,32,31,51,48,48,31
ENSG00000238166,9,8,7,5,9,12,7,4
ENSG00000238168,0,0,0,0,0,0,0,0
ENSG00000238169,0,0,0,0,0,0,0,0
ENSG00000238170,0,0,0,0,0,0,0,0
ENSG00000238171,0,0,0,0,0,0,0,0
ENSG00000238172,0,0,0,1,1,3,0,6
ENSG00000238173,0,0,0,0,0,0,0,0
ENSG00000238176,0,0,0,0,0,0,0,0
ENSG00000238178,4,0,4,1,3,2,1,1
ENSG00000238180,1,0,0,1,0,1,0,0
ENSG00000238181,0,0,0,1,1,0,0,0
ENSG00000238183,0,0,0,0,0,0,0,0
ENSG00000238184,12,2,14,1,8,5,11,7
ENSG00000238185,0,0,0,0,0,0,0,0
ENSG00000238186,0,2,6,3,4,3,1,2
ENSG00000238188,1,0,0,0,0,0,0,0
ENSG00000238189,0,0,0,0,0,0,0,0
ENSG00000238190,0,0,0,0,0,0,0,0
ENSG00000238191,0,0,0,0,0,0,0,0
ENSG00000238192,0,0,0,0,0,0,0,0
ENSG00000238193,1,2,0,1,0,1,1,0
ENSG00000238194,0,0,0,0,0,0,0,0
ENSG00000238195,0,0,0,0,0,0,0,0
ENSG00000238196,0,0,0,0,0,0,0,0
ENSG00000238197,21,20,28,6,29,31,19,25
ENSG00000238198,9,4,27,14,22,25,18,10
ENSG00000238199,0,1,0,0,2,0,0,0
ENSG00000238200,0,0,0,0,0,0,0,0
ENSG00000238201,0,0,0,0,0,0,0,0
ENSG00000238202,0,0,0,0,0,0,0,0
ENSG00000238203,0,0,0,0,0,0,0,0
ENSG00000238205,0,1,0,0,1,0,0,0
ENSG00000238207,10,5,13,5,1,3,7,4
ENSG00000238208,0,0,0,0,0,0,0,0
ENSG00000238210,2,2,0,0,5,1,0,0
ENSG00000238211,0,0,0,0,0,0,0,0
ENSG00000238212,0,0,0,0,0,0,0,0
ENSG00000238213,8,0,5,3,1,1,1,1
ENSG00000238215,0,0,0,0,0,0,0,0
ENSG00000238216,0,0,0,0,0,0,0,0
ENSG00000238217,0,0,0,0,0,0,1,0
ENSG00000238220,0,0,0,0,0,0,0,0
ENSG00000238221,0,0,1,2,3,0,0,1
ENSG00000238222,0,1,0,0,0,2,1,1
ENSG00000238223,0,0,0,0,0,0,0,0
ENSG00000238224,0,0,0,0,0,0,0,0
ENSG00000238225,0,0,0,0,0,0,0,0
ENSG00000238226,0,0,0,0,0,0,0,0
ENSG00000238227,818,654,666,379,651,942,644,623
ENSG00000238228,11,5,11,10,15,27,9,4
ENSG00000238230,0,0,0,0,0,0,0,0
ENSG00000238231,0,0,0,0,0,1,0,1
ENSG00000238232,0,0,0,0,0,0,0,0
ENSG00000238234,0,0,0,0,0,0,0,0
ENSG00000238235,0,0,0,0,0,0,0,0
ENSG00000238236,0,0,0,0,0,0,0,0
ENSG00000238238,0,0,0,0,0,0,0,0
ENSG00000238240,0,0,0,0,0,0,0,0
ENSG00000238241,0,0,0,0,0,0,0,0
ENSG00000238242,0,0,0,0,0,2,0,0
ENSG00000238243,19,10,5,4,25,14,8,7
ENSG00000238244,1,1,2,0,5,3,1,0
ENSG00000238245,0,0,0,0,0,0,0,0
ENSG00000238246,1,0,0,0,0,0,0,0
ENSG00000238247,0,2,3,2,9,7,4,0
ENSG00000238248,0,0,0,0,0,0,0,0
ENSG00000238249,9,6,10,8,22,13,8,10
ENSG00000238250,0,0,0,0,0,0,0,0
ENSG00000238251,26,24,99,44,69,65,87,64
ENSG00000238254,0,0,0,0,0,0,0,0
ENSG00000238255,0,0,0,0,0,0,0,0
ENSG00000238256,0,0,0,0,0,0,0,0
ENSG00000238257,0,0,0,0,0,0,0,0
ENSG00000238258,0,0,0,0,1,0,0,0
ENSG00000238259,0,0,0,0,0,1,0,0
ENSG00000238260,9,7,9,2,11,11,10,16
ENSG00000238261,11,14,7,7,6,13,18,9
ENSG00000238262,0,0,0,0,0,0,0,0
ENSG00000238263,0,0,0,0,0,0,0,0
ENSG00000238265,0,0,0,0,0,0,0,0
ENSG00000238266,0,4,1,1,0,3,0,1
ENSG00000238267,0,0,0,0,0,0,0,0
ENSG00000238268,0,0,0,0,1,0,1,0
ENSG00000238269,0,0,0,0,0,0,0,0
ENSG00000238270,0,0,0,0,0,0,0,0
ENSG00000238271,14,6,17,10,15,14,24,13
ENSG00000238272,0,1,0,0,1,0,0,0
ENSG00000238273,52,43,75,35,101,149,44,43
ENSG00000238275,0,0,0,0,0,0,0,0
ENSG00000238276,0,0,0,0,0,0,0,0
ENSG00000238277,0,0,0,0,0,0,0,0
ENSG00000238278,34,14,9,3,25,40,23,22
ENSG00000238279,20,14,21,5,8,14,29,12
ENSG00000238280,1,0,1,1,2,0,0,1
ENSG00000238282,0,0,1,0,0,0,0,0
ENSG00000238283,5,1,2,0,4,1,1,1
ENSG00000238284,0,0,0,0,0,0,0,0
ENSG00000238285,0,2,1,2,1,0,3,1
ENSG00000238286,1,1,11,3,4,2,2,0
ENSG00000238287,0,5,7,1,7,9,4,2
ENSG00000238288,0,0,0,0,0,0,0,0
ENSG00000238289,0,0,0,0,0,0,0,0
ENSG00000238290,0,0,1,0,2,3,1,5
ENSG00000238291,0,0,0,0,0,0,0,0
ENSG00000238294,0,0,0,0,0,1,0,0
ENSG00000238295,0,0,1,0,0,0,0,0
ENSG00000238296,0,0,0,0,0,0,0,0
ENSG00000238297,0,0,1,0,0,0,0,1
ENSG00000238298,2,0,0,0,1,4,3,0
ENSG00000238300,0,0,0,0,0,0,0,0
ENSG00000238301,0,0,0,0,0,0,0,0
ENSG00000238302,0,0,0,0,0,0,0,0
ENSG00000238303,0,0,0,0,0,0,0,0
ENSG00000238304,0,0,0,0,0,0,0,0
ENSG00000238305,0,0,0,0,0,0,0,0
ENSG00000238306,0,0,0,0,0,0,0,0
ENSG00000238309,0,0,0,0,0,0,0,0
ENSG00000238310,0,0,0,0,0,0,0,0
ENSG00000238311,2,0,1,0,1,0,1,1
ENSG00000238312,0,0,0,0,0,0,0,0
ENSG00000238313,0,0,0,0,0,0,0,0
ENSG00000238314,0,0,0,0,0,0,0,0
ENSG00000238315,0,0,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0,0,0
ENSG00000238317,0,2,0,0,0,1,0,0
ENSG00000238318,1,0,2,0,0,1,0,0
ENSG00000238319,1,0,0,0,1,1,0,0
ENSG00000238320,0,0,0,0,0,0,0,0
ENSG00000238321,0,0,0,0,0,0,0,0
ENSG00000238322,0,0,0,0,0,0,0,0
ENSG00000238323,0,1,0,0,0,2,1,0
ENSG00000238324,0,0,0,0,0,0,0,0
ENSG00000238325,0,0,0,0,0,0,0,0
ENSG00000238326,0,0,0,0,0,0,1,0
ENSG00000238327,0,0,0,0,0,0,0,0
ENSG00000238328,0,0,1,0,0,0,1,0
ENSG00000238329,1,0,2,1,2,0,1,0
ENSG00000238330,0,0,0,1,0,0,0,0
ENSG00000238331,0,0,0,0,0,0,0,0
ENSG00000238333,0,0,0,0,0,0,0,0
ENSG00000238334,1,0,1,0,2,0,0,0
ENSG00000238335,0,0,0,0,0,0,0,0
ENSG00000238336,0,0,0,0,0,0,0,0
ENSG00000238337,0,0,0,0,0,1,0,0
ENSG00000238339,0,0,1,0,0,3,1,0
ENSG00000238340,0,0,0,0,0,0,0,0
ENSG00000238341,0,0,0,0,0,0,0,0
ENSG00000238342,0,0,1,0,0,0,0,0
ENSG00000238343,0,0,3,0,0,0,0,1
ENSG00000238344,0,0,0,0,0,0,1,0
ENSG00000238345,0,0,0,0,0,0,0,0
ENSG00000238347,0,0,0,0,0,0,0,0
ENSG00000238348,0,0,0,0,0,0,0,0
ENSG00000238349,0,1,1,0,1,1,0,1
ENSG00000238350,0,0,0,0,0,0,0,1
ENSG00000238351,0,0,0,0,0,0,0,0
ENSG00000238352,0,0,0,0,0,0,0,0
ENSG00000238354,0,0,0,0,0,0,0,0
ENSG00000238355,0,0,0,0,0,0,0,0
ENSG00000238357,0,0,0,0,0,0,0,0
ENSG00000238358,1,0,0,0,1,0,0,1
ENSG00000238359,0,0,1,0,0,0,1,0
ENSG00000238361,0,0,0,0,0,0,0,0
ENSG00000238362,0,0,0,0,0,0,0,0
ENSG00000238363,3,2,0,1,2,3,0,4
ENSG00000238364,0,0,0,0,0,0,0,0
ENSG00000238365,1,1,3,1,11,5,1,2
ENSG00000238366,0,0,0,0,0,0,0,0
ENSG00000238367,0,0,0,0,0,0,0,0
ENSG00000238368,0,0,0,0,0,1,0,0
ENSG00000238369,2,1,5,5,6,7,7,2
ENSG00000238370,0,0,0,0,0,0,0,0
ENSG00000238371,0,0,0,0,0,0,0,0
ENSG00000238372,0,0,0,0,0,0,0,0
ENSG00000238374,0,0,0,0,0,0,0,0
ENSG00000238375,0,0,0,0,0,0,0,0
ENSG00000238376,0,0,0,0,0,0,0,0
ENSG00000238377,0,0,0,0,0,0,0,0
ENSG00000238379,0,0,0,0,0,0,0,0
ENSG00000238380,0,0,0,0,0,0,0,0
ENSG00000238382,0,0,0,0,0,0,0,0
ENSG00000238383,0,0,0,0,0,1,0,0
ENSG00000238384,1,0,0,0,0,0,0,0
ENSG00000238385,0,0,0,0,0,0,0,0
ENSG00000238386,0,0,0,0,0,0,0,0
ENSG00000238387,0,0,0,0,0,0,0,0
ENSG00000238388,0,0,0,0,0,0,0,0
ENSG00000238389,0,0,0,0,0,0,0,0
ENSG00000238390,5,1,6,3,5,6,4,2
ENSG00000238391,0,0,0,0,0,0,0,0
ENSG00000238392,1,2,2,0,1,1,3,0
ENSG00000238393,0,0,0,0,0,0,0,0
ENSG00000238394,0,0,0,0,0,0,0,0
ENSG00000238395,0,0,0,0,0,1,0,0
ENSG00000238397,0,0,0,0,0,0,0,0
ENSG00000238398,0,0,0,0,0,0,0,0
ENSG00000238399,0,0,0,0,0,0,0,0
ENSG00000238400,0,0,0,1,0,0,0,0
ENSG00000238401,0,0,0,0,0,0,0,0
ENSG00000238402,0,0,0,0,0,0,0,0
ENSG00000238403,0,0,0,2,0,0,0,1
ENSG00000238405,5,0,5,1,4,8,5,2
ENSG00000238406,1,0,1,0,1,0,1,1
ENSG00000238407,0,0,0,0,0,0,0,0
ENSG00000238408,0,0,0,0,0,0,0,0
ENSG00000238409,0,0,0,0,0,0,0,0
ENSG00000238410,0,0,0,0,0,0,0,0
ENSG00000238411,0,0,0,0,0,0,0,0
ENSG00000238412,0,0,0,0,0,0,0,0
ENSG00000238413,0,0,0,0,0,0,0,0
ENSG00000238414,0,0,0,0,0,0,0,0
ENSG00000238415,0,0,0,0,0,0,0,0
ENSG00000238416,0,0,0,0,0,0,0,0
ENSG00000238417,0,1,0,0,0,0,0,0
ENSG00000238418,0,0,0,0,0,0,0,0
ENSG00000238419,0,0,0,0,0,0,0,0
ENSG00000238420,0,0,0,0,0,0,0,0
ENSG00000238421,1,0,0,0,0,0,0,0
ENSG00000238422,0,0,0,0,0,0,0,0
ENSG00000238423,0,0,0,0,0,0,0,0
ENSG00000238424,0,0,0,0,0,0,0,0
ENSG00000238425,0,0,0,0,0,0,0,0
ENSG00000238426,0,0,0,0,0,0,0,0
ENSG00000238427,0,0,0,0,0,0,0,0
ENSG00000238428,0,0,0,0,0,0,0,0
ENSG00000238430,0,0,0,0,0,0,0,0
ENSG00000238431,0,0,0,0,0,0,0,0
ENSG00000238432,0,0,0,0,0,0,0,0
ENSG00000238433,0,0,0,1,0,0,0,0
ENSG00000238436,0,0,0,0,0,0,0,0
ENSG00000238437,1,0,1,0,1,3,0,1
ENSG00000238438,0,0,0,0,0,0,0,0
ENSG00000238440,0,0,0,0,0,0,0,0
ENSG00000238441,0,0,0,0,0,0,0,0
ENSG00000238442,0,0,0,0,0,0,0,0
ENSG00000238443,0,0,0,0,0,0,0,0
ENSG00000238444,0,0,0,0,0,0,0,0
ENSG00000238445,0,0,0,0,0,0,0,0
ENSG00000238446,0,0,0,0,0,0,0,0
ENSG00000238447,0,0,0,0,0,0,0,0
ENSG00000238448,0,0,0,0,0,0,0,0
ENSG00000238449,0,0,0,0,0,0,0,0
ENSG00000238450,0,0,0,0,1,0,0,0
ENSG00000238451,0,0,0,0,0,0,0,0
ENSG00000238452,0,0,0,0,0,0,0,0
ENSG00000238453,0,0,0,0,0,0,0,0
ENSG00000238455,0,0,0,0,0,0,0,0
ENSG00000238456,0,0,0,0,0,0,0,0
ENSG00000238457,0,0,0,0,0,0,0,0
ENSG00000238458,0,0,0,0,0,0,0,0
ENSG00000238459,0,0,0,0,0,0,0,0
ENSG00000238460,0,1,2,1,0,4,1,1
ENSG00000238462,0,0,0,0,0,0,0,0
ENSG00000238463,0,0,0,0,0,0,0,0
ENSG00000238464,0,0,0,0,0,0,0,0
ENSG00000238465,5,5,3,5,2,1,4,5
ENSG00000238466,0,0,0,0,0,0,0,0
ENSG00000238468,0,0,0,0,0,0,0,0
ENSG00000238469,0,0,0,0,0,0,0,0
ENSG00000238470,0,0,0,0,0,0,0,0
ENSG00000238471,0,0,0,0,1,0,0,0
ENSG00000238472,0,0,0,0,0,0,0,0
ENSG00000238473,0,0,0,0,0,0,0,0
ENSG00000238474,0,0,0,0,0,0,0,0
ENSG00000238475,0,0,0,0,0,0,0,0
ENSG00000238476,1,0,1,0,0,1,1,1
ENSG00000238477,0,0,0,0,1,0,0,0
ENSG00000238478,0,0,0,0,0,0,0,0
ENSG00000238480,1,0,0,1,1,2,0,2
ENSG00000238481,0,0,0,0,0,0,0,0
ENSG00000238482,0,0,0,0,0,0,0,0
ENSG00000238483,0,0,0,0,0,0,0,0
ENSG00000238484,0,0,0,0,0,0,0,0
ENSG00000238485,0,0,0,0,0,0,0,0
ENSG00000238486,0,0,0,0,0,0,0,0
ENSG00000238487,0,0,0,0,0,0,0,0
ENSG00000238488,0,0,0,0,0,0,0,0
ENSG00000238489,0,0,0,0,0,0,0,0
ENSG00000238490,0,0,0,0,0,0,0,0
ENSG00000238491,0,0,0,0,0,0,0,0
ENSG00000238492,0,0,0,0,0,0,0,0
ENSG00000238493,0,0,0,0,0,0,0,0
ENSG00000238494,0,1,0,0,0,0,0,0
ENSG00000238496,0,0,0,0,0,0,0,0
ENSG00000238498,0,1,1,0,0,1,0,0
ENSG00000238500,0,0,0,0,0,0,0,0
ENSG00000238501,0,0,0,0,0,0,0,0
ENSG00000238502,0,0,0,0,0,0,0,0
ENSG00000238503,0,0,0,0,0,0,0,0
ENSG00000238504,0,0,0,0,0,0,0,0
ENSG00000238506,0,0,0,0,0,0,0,0
ENSG00000238507,0,0,0,0,0,0,0,0
ENSG00000238508,0,0,0,0,0,0,0,0
ENSG00000238509,0,0,0,0,0,0,0,0
ENSG00000238511,1,2,3,0,1,0,1,1
ENSG00000238512,0,0,0,0,0,0,0,0
ENSG00000238513,0,0,0,0,0,0,0,0
ENSG00000238514,0,0,0,0,0,0,0,0
ENSG00000238515,0,0,0,0,0,0,0,0
ENSG00000238516,0,0,0,0,0,0,0,0
ENSG00000238517,0,0,0,0,0,0,0,0
ENSG00000238518,0,0,0,0,0,0,0,0
ENSG00000238519,0,0,3,0,1,0,2,1
ENSG00000238520,0,0,0,0,0,0,0,0
ENSG00000238521,0,0,0,0,0,0,0,0
ENSG00000238522,0,0,0,0,0,0,0,0
ENSG00000238523,0,0,0,0,0,0,1,0
ENSG00000238524,0,0,0,0,0,0,0,0
ENSG00000238525,0,0,0,0,0,0,0,0
ENSG00000238526,0,0,1,0,0,0,0,0
ENSG00000238528,2,1,3,3,5,5,6,0
ENSG00000238529,0,0,0,0,0,0,0,0
ENSG00000238530,0,0,0,0,0,0,0,0
ENSG00000238531,0,0,0,0,0,0,0,0
ENSG00000238532,0,0,0,0,0,0,0,0
ENSG00000238533,0,0,0,0,0,0,0,0
ENSG00000238534,1,0,0,2,1,2,1,0
ENSG00000238535,0,1,0,0,0,0,0,0
ENSG00000238536,0,0,0,0,0,0,0,0
ENSG00000238537,0,0,2,1,2,1,1,0
ENSG00000238538,0,0,0,0,0,0,0,0
ENSG00000238540,0,0,0,0,0,0,0,0
ENSG00000238541,0,0,0,0,0,0,0,0
ENSG00000238542,0,0,0,0,0,0,0,0
ENSG00000238543,0,0,0,1,0,0,0,0
ENSG00000238544,0,0,0,0,0,0,0,0
ENSG00000238545,0,0,0,0,0,0,0,0
ENSG00000238546,0,0,0,0,0,0,0,0
ENSG00000238549,0,0,0,0,1,0,0,0
ENSG00000238551,0,0,0,0,0,0,0,0
ENSG00000238552,0,0,0,0,0,0,0,0
ENSG00000238553,0,0,0,0,0,0,0,0
ENSG00000238554,0,0,0,0,0,0,0,0
ENSG00000238556,0,0,0,0,0,0,0,0
ENSG00000238557,0,0,0,0,0,0,0,0
ENSG00000238558,0,0,0,0,0,0,0,0
ENSG00000238559,0,0,0,0,0,0,0,0
ENSG00000238560,0,0,0,0,0,0,0,0
ENSG00000238561,0,0,0,0,0,0,0,0
ENSG00000238562,0,0,0,0,0,0,0,0
ENSG00000238563,0,0,0,0,0,0,0,0
ENSG00000238564,0,0,0,0,0,0,0,0
ENSG00000238565,0,0,0,0,0,0,0,0
ENSG00000238566,0,0,0,0,0,0,0,0
ENSG00000238567,0,0,0,0,0,0,0,0
ENSG00000238568,0,0,0,0,0,0,0,0
ENSG00000238569,1,0,0,0,1,0,0,0
ENSG00000238570,0,0,0,0,0,0,0,0
ENSG00000238571,0,0,0,0,0,0,0,0
ENSG00000238572,0,0,0,0,0,0,0,0
ENSG00000238575,0,0,0,0,0,2,0,0
ENSG00000238576,1,0,0,0,0,0,0,0
ENSG00000238577,0,0,0,0,0,0,0,0
ENSG00000238578,0,0,0,0,0,0,0,0
ENSG00000238579,0,0,0,0,0,0,0,0
ENSG00000238581,0,0,0,0,0,0,0,0
ENSG00000238582,0,0,0,0,0,0,0,0
ENSG00000238583,0,0,0,0,0,0,0,0
ENSG00000238584,0,0,0,0,0,0,0,0
ENSG00000238585,0,0,0,0,0,0,0,0
ENSG00000238587,0,0,0,0,0,0,0,0
ENSG00000238588,0,0,0,0,0,0,0,0
ENSG00000238590,0,0,0,0,0,0,0,0
ENSG00000238591,0,0,0,0,0,0,0,0
ENSG00000238592,0,0,0,0,0,0,0,0
ENSG00000238593,0,0,0,0,0,0,0,0
ENSG00000238594,0,0,0,0,0,0,0,0
ENSG00000238595,0,0,0,0,0,0,0,0
ENSG00000238596,0,0,0,0,0,0,0,0
ENSG00000238597,0,0,0,0,0,0,0,0
ENSG00000238598,0,0,0,0,0,0,0,0
ENSG00000238600,0,0,0,0,0,0,0,0
ENSG00000238601,0,0,0,0,0,0,0,0
ENSG00000238602,0,0,0,0,0,0,0,0
ENSG00000238603,2,2,1,2,2,0,3,1
ENSG00000238604,0,0,1,1,0,0,0,0
ENSG00000238605,0,0,0,0,0,0,0,0
ENSG00000238606,0,0,0,0,0,0,0,0
ENSG00000238607,0,0,0,0,0,0,0,0
ENSG00000238608,0,0,0,0,0,0,0,0
ENSG00000238609,0,0,0,0,0,0,0,0
ENSG00000238610,0,0,0,0,0,0,0,0
ENSG00000238611,0,0,0,0,0,0,0,0
ENSG00000238612,0,0,0,0,0,0,0,0
